Track Name,Album,Lyrics
Facts (Charlie Heat Version) by Kanye West,The Life of Pablo,"Facts (Charlie Heat Version) Lyrics
Dirt and grime and filth inside
The story of my lifetime
Of cheating, stealing, never feeling
Pain of a brother, your dirty mother
Ha, ha, ha, look how far we are
G-G-G-Good work, Charlie
(Perfect!)

Yeezy, Yeezy, Yeezy just jumped over Jumpman
Yeezy, Yeezy, Yeezy just jumped over Jumpman
(You!)

Yeezy, Yeezy, Yeezy, I feel so accomplished
I done talked a lot of shit but I just did the numbers
Herzog and Adidas, man, you know they love it
If Nike ain't have Drizzy, man, they would have nothin', woo!
If Nike ain't have Don C, man, they would have nothin', ooh!
But I'm all for the family, tell 'em, ""Get your money""
Yeezy, Yeezy, Yeezy, they line up for days
Nike out here bad, they can't give shit away
I stuck to my roots, I'm like Jimmy Fallon
I ain't dropped the album but the shoes went platinum (Woo!)
Every time I talk, they say I'm too aggressive
I was out here spazzin', now y'all get the message?!
On the field I'm over-reckless, on my Odell Beckham
2020, I'ma run the whole election, yah!
I've been trending years, y'all a couple days
Yeezy in the house and we just got appraised
Nike, Nike treat employees just like slaves
Gave LeBron a billi' not to run away (You!)
Ten-thousand dollar fur for Nori, I just copped it (You!)
Your baby daddy won't even take your daughter shoppin' (You!)
I done wore designers I won't wear again
Make 'em niggas famous, they get arrogant
Yeezy, Yeezy, Yeezy just jumped over Jumpman, ah!
Yeezy, Yeezy, Yeezy just jumped over Jumpman
(Sonic boom!)

Yeezy, Yeezy, Yeezy, this is pure luxury
I give 'em Grey Poupon on a DJ Mustard, ah!
If you ain't poppin' shit then why you rap for, huh?
Plus Kimoji just shut down the app store, ah!
And we made a million a minute, we made a million a minute
(We did)
Yeah, we made a million a minute, we made a million a minute, ah!
Do anybody feel bad for Bill Cosby?
Did he forget the names just like Steve Harvey? (You!)
Tell Adidas that we need a million in production (You!)
I done told y'all, all I needed was the infrastructure (Boom!)
Now we hottest in the streets, it ain't no discussion
James Harden, Swaggy P runnin' up the budget (Yoga flame!)
Keep the work at my baby mama's mama's house
I'm a jerk, you need to work, you need to call my spouse
Yeezy, Yeezy, take a picture with me on Rodeo
Yeezy, Yeezy, Yeezy, I might do my own hotel
Couches, couches, couches, couches, which one should I pick?
I need extra deep, I like my bitches extra thick (Sonic boom!)
Every time I see the news, man it bring me home
Call up DJ Mano, shout out Twilite Tone
We just blessed to be alive, yeah, ain't that the truth?
So let's celebrate the life of Timbuck2
Timbuck2, Timbuck2
Ha, ha, ha, look how far we are, are, are, are, are, are, are
(Perfect!)145Embed"
Fade by Kanye West (Ft. Post Malone & Ty Dolla $ign),The Life of Pablo,"Fade Lyrics
Your love is fadin'
Your love is fadin'
Your love is fadin'
I feel it's fadin'
When no one ain't around (I feel it's fadin')
I think I think too much (I feel it's fadin')
Ain't nobody watchin' (I feel it's fadin')
I just fade away

I feel it
Fade away
I feel it
I feel it
Fade away-ay-ay-ay
I think I think too much
I feel it
Your love is fadin'
I feel it
Roll up, roll up; hold up, hold up; po' up, po' up
I feel it
I love to... I wanna... I'm tryna...
I feel it
I'ma rock the boat, work the middle 'til it hurt a little
I feel it
Your love is fadin'
I feel it
Fuckin' with a real ass nigga
I feel it
Fuck how you feel, ass nigga
I feel it
Bitch better act like you know better
I feel it
Woah

When no one ain't around (I feel it's fadin')
I think I think too much (I feel it's fadin')
Ain't nobody watchin' (I feel it's fadin')
I just fade away (I feel it's fadin')
You don't even know, I've been so far gone (I feel it)
I've been so led on, I've been runnin' 'round (I feel it)
I've been on my shit, whole world on my dick (I feel it)
I just need to know (I can feel it)
Oh, deep inside
Deep, deep, down inside
I feel it
Yes, deep inside
Deep, deep, down inside
I feel it
Oh, deep inside
Deep, deep, down inside
I feel it
Yes, deep inside
I get lifted, yes
Deep, deep, down inside
I can feel it
Oh, deep inside
Oh, I get lifted, yes
Deep, deep, down inside
I feel it
Yes, deep inside
Oh, I get lifted, yes
Deep, deep, down inside
I feel it
Oh, deep inside (Oh no, oh no, no, no, no)
Oh, I get lifted, yes
Deep, deep, down inside
I feel it
Yes, deep inside
Oh, I get lifted, yes
Deep, deep, down inside
I get
I feel it's fadin'
Oh, I get lifted, yes
I feel it fadin'
I feel it fadin'
I feel it
I feel it's fadin'88Embed"
Saint Pablo by Kanye West (Ft. Sampha),The Life of Pablo,"Saint Pablo Lyrics
Yeah-yeah, 9:08 L.A. time
Back in the lab and shit

My wife said, I can't say no to nobody
And at this rate, we gon' both die broke
Got friends that ask me for money knowin' I'm in debt
And like my wife said, I still didn't say no
People tryna say I'm goin' crazy on Twitter
My friends' best advice was to stay low
I guess it's hard to decipher all of the bills
Especially when you got family members on payroll
The media said it was outlandish spendin'
The media said he's way out of control
I just feel like I'm the only one not pretendin'
I'm not out of control, I'm just not in their control
I know I'm the most influential
That TIME cover was just confirmation
This generation's closest thing to Einstein
So don't worry about me, I'm fine
I can see a thousand years from now in real life
Skate on the paradigm and shift it when I feel like
Troll conventional thought, don't need to question
I know it's antiquated so sometimes I get aggressive
Thank God for Jay Electra, he down with the mission
Did it with no permission, on our own conditions
Most blacks with money have been beaten to submission
Yeezy with the big house, did it way different
Never listen to Hollywood producers
Don't stare at money too long, it's Medusa
The ultimate Gemini has survived
I wasn't supposed to make it past 25
Yeah, you're lookin' at the church in the night sky
Wonderin' whether God's gonna say hi
Oh, you're lookin' at the church in the night sky
And you wonder where is God in your nightlife
Yeah, you're lookin' at the church in the night sky
(Father, Father, Father in the night sky)
Wonderin' whether God's gonna say hi
Yeah, I feel like I'm home, yeah, yeah

I've been wakin' the spirits of millions more to come
A million illegally downloaded my truth over the drums
I believe in the children, listen to the kids, bro
If the phone ringin', go and get your kids, ho
Brother Don Muhammad told the minister about the presentation
He sat back and smiled
Black on black lies is worse than black on black crime
The Jews share their truth on how to make a dime
Most black men couldn't balance a checkbook
But buy a new car, talkin' 'bout, ""How my neck look?""
Well, it all looks great
Four hundred years later, we buyin' our own chains
The light is before us brothers, so the devil workin' hard
Real family stick together and see through the mirage
The smokescreens, perceptions of false reality
Who the real owner if your boss gets a salary?
I am one with the people
I am one with the people (Real!)
I've been woken from enlightened man's dream
Checkin' Instagram comments to crowdsource my self-esteem
Let me not say too much or do too much
'Cause if I'm up way too much, I'm out of touch
I'm prayin' a out-of-body experience will happen
So the people can see my light, now it's not just rappin'
God, I have humbled myself before the court
Drop my ego when confidence was my last resort
I know, I know He got a plan, I know I'm on Your beams
One set of footsteps, You was carryin' me
When I turned on the news and they was buryin' me
One set of footsteps, You was carryin' me
When I was negotiatin' with Apple, it was Larry and me
Told Tim Cook to call me, I was scary to see
I would've took a hundred million and gave twenty to Hov
I heard it's the way they did it when we only had a stove
But it's better that I stayed at home with my folks
'Cause if Jay a billionaire then I'ma never go broke
Only thing I ask is next time I'm on stage we all go
We all go
Not just by myself, lookin' for niggas like where's Waldo
She got the same shoes as my wife but she copped 'em at Aldo
Modern-day MJ, with a off-the-wall flow
Nightlife, walk all over me
Walk all over me
I'm deliverin' everything I've ever sent that you'll bring
Fly, fly, fly overseas
Fly overseas
Oh, anywhere, everything but in between
Oh, yeah

Yeah, you're lookin' at the church in the night sky
Wonderin' whether God's gonna say hi
Oh, you're lookin' at the church in the night sky
And you wonder where is God in your nightlife
Yeah, you're lookin' at the church in the night sky
Wonderin' whether God's gonna say hi
(Father, Father, Father in the night sky)
Oh, you're lookin' at the church in the night sky
And you wonder where is God in your nightlife
(Father, Father, Father in the night sky)

Please face me when I speak
Please say to me somethin' before you leave
You've been treatin' me like I'm invisible, now I'm visible to you
Oh, the invisible truth stay sober
I can't quite understand the games you play
Understand, understand, understand I'm standin' under oath
And I promised I, I wouldn't fall anymore
But I'm cryin' at the bar
I'm wishin' that you saw my scars, man
I'm wishin' that you came down here and stood by me
And looked at me like you knew me
But I feel so alone
Like I don't know anyone except the night sky above
Yeah, you're lookin' at the church in the night sky
Wonderin' whether God's gonna say hi
Oh, you're lookin' at the church in the night sky
And you wonder where is God in your nightlife
Yeah, you're lookin' at the church in the night sky
(Father, Father, Father in the night sky)
Wonderin' whether God's gonna say hi
Oh, you're lookin' at the church in the night sky
And you wonder where is God in your nightlife
(Father, Father, Father in the night sky)244Embed"
The Life Of Pablo Studio Notepad by Kanye West,The Life of Pablo,"The Life Of Pablo Studio Notepad Lyrics2 ChainzCudder (Kid Cudi)Doug E. FreshCyhi The God (Cyhi The Prynce)Big BoyYoung Lord VLONERicky A.BuEEMADion WatkinsPuff DaddyA-TrakTeyana TaylorWorld Famous (Tony Williams)A$AP Flacko Jodye (A$AP Rocky)David MosesDa Vinci World GroupEl DeBargeThe-DreamRichie AkivaTravi$ (Scott)Chance (The Rapper)Minister Bentley (Fonzworth Bentley)To God MC Vic MensaElon... (Elon Rutberg)KoKo (Khloé Kardashian)SoxTKKirk FranklinMr. Sandifer (Sakiya Sandifer)Federico SpadoniSwizz (Beatz)Malik YusefEarl (Sweatshirt)Bibi BourellyDJ Dodger StadiumKourtney KardashianKim (Kardashian)Gee RobersonKyle J. RossC. HeatAndre 3000Kylie (Jenner)Vanessa BeecroftT MillsAGViciousA. DawsonJoey GTyler (, the Creator)Mike DeanPlain PatNoah G (Noah Goldstein)Kilhoffer (Anthony Kilhoffer)14Embed"
I Thought About Killing You by Kanye West,ye,"I Thought About Killing You Lyrics
I know, I know, I know, I know, know
I know, I know, I know, I know, know
I, I know it, I know it

The most beautiful thoughts are always besides the darkest
Today, I seriously thought about killing you
I contemplated, premeditated murder
And I think about killing myself
And I love myself way more than I love you, so…
Today, I thought about killing you, premeditated murder
You'd only care enough to kill somebody you love
The most beautiful thoughts are always besides the darkest
(Mhm—mhm—mhm—mhm—mhmm)
Just say it out loud to see how it feels
People say ""don't say this, don't say that""
Just say it out loud, just to see how it feels
Weigh all the options, nothing's off the table
Today, I thought about killing you, premeditated murder
I think about killing myself
And I, I love myself way more than I love you
The most beautiful thoughts are always besides the darkest
(Mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhmm)
I think this is the part where I'm supposed to say somethin' good to compensate it so it doesn't come off bad
But sometimes I think really bad things
Really, really, really bad things
And I love myself way more than I love you
See, if I was tryin' to relate it to more people
I'd probably say I'm struggling with loving myself
Because that seems like a common theme
But that's not the case here
I love myself way more than I love you
And I think about killing myself
So, best believe, I thought about killing you today
Premeditated murder
I called up my loved ones, I called up my cousins
I called up the Muslims, said I'm 'bout to go dumb
Get so bright, it's no sun, get so loud, I hear none
Screamed so loud, got no lungs, hurt so bad, I go numb
Time to bring in the drums, that prra-pa-pa-pum
Set the NewTone on 'em, set the nuke off on 'em
I need Coke with no rum, I taste coke on her tongue
I don't joke with no one, they'll say ""He died so young""
I done had a bad case of too many bad days
Got too many bad traits, used the floor for ashtrays
I don't do shit halfway, I'ma clear the cache
I'ma make my name last, put that on my last name
It's a different type of rules that we obey
Ye, Ye, Ye season, nigga, we Old Bay
We was all born to die, nigga, DOA
Niggas say they hero, mm, I don't see no cape
Mm, I don't see no, mm, yeah, I don't see no, mm, mm
If I wasn't shinin' so hard, wouldn't be no shade
Buckwheat-ass nigga, it's gon' be o-tay
Sorry, but I chose not to be no slave
Young nigga shit, nigga, we don't age
I thought I was past my Deebo ways
Even when I went broke, I ain't break
How you gon' hate? Nigga, we go way back
To when I had the braids and you had the wave cap
Drop a pin for the fade and I'm on my way ASAP
Don't get socked in the mouth, you know homie don't play that
Pay the fire marshal bill 'cause this shit done got way packed
They wanna see me go ape (Ape, ape)
All you gotta do is speak on Ye
All you gotta do is speak on Ye
Don't get your tooth chipped like Frito-Lay119Embed"
Yikes by Kanye West,ye,"Yikes Lyrics
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare, myself, myself

Tweakin', tweakin' off that 2C-B, huh
Is he gon' make it? TBD, huh
Thought I was gon' run, DMC, huh
I done died and lived again on DMT, huh
See, this a type of high that won't come down
This the type of high that get you gunned down
Yeezy, Yeezy trollin' OD, huh
Turn TMZ to Smack DVD, huh
Russell Simmons wanna pray for me too
I'ma pray for him 'cause he got MeToo'd
Thinkin' what if that happened to me too
Then I'm on E! News
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself

Ayy, hospital band a hundred bands, fuck a watch
Hundred grand'll make your best friends turn to opps
I hear y'all bringin' my name up a lot
Guess I just turned the clout game up a notch
See, y'all really shocked, but I'm really not
You know how many girls I took to the titty shop?
If she get the ass with it, that's a 50 pop
I still bring the bad bitches in the city out
Uh, just a different type of leader
We could be in North Korea, I could smoke with Wiz Khalifa, uh
Told my wife I've never seen her
After I hit it, bye Felicia, that's the way that I'ma leave it up

Shit could get menacin', frightenin', find help
See, this is why all the bitches fuck with Ye!
Fuck what they talkin' 'bout!
Sometimes I scare myself, myself
They take me on meds, off meds, ask yourself
Shit could get menacin', frightenin', find help
Ask your homegirl right now, ""Look, you had a shot at Ye?""
Sometimes I scare myself, myself
You'd drop everything!
Tweakin', tweakin' off that 2C-B, huh
This is why your bitches fuck with me, huh
Smash, she gon' end up on TV, huh
Last thing that you ever wanna see, huh
I can feel the spirits all around me
I think Prince and Mike was tryna warn me
They know I got demons all on me
Devil been tryna make an army
They been strategizin' to harm me
They don't know they dealin' with a zombie
Niggas been tryna test my Gandhi
Just because I'm dressed like Abercrombie

You see? You see?
That's what I'm talkin' 'bout!
That's why I fuck with Ye!
See, that's my third per-
That's my bipolar shit, nigga, what?
That's my superpower, nigga, ain't no disability
I'm a superhero! I'm a superhero!
Agghhh!97Embed"
All Mine by Kanye West,ye,"All Mine Lyrics
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

Fuck it up, fuck it up
Pussy good, go 'n back it up
Pipe her up, I'ma pipe her up
Make her mine, I done fell in love
Juicy thing, make that pussy sing
One more time, baby, do it big
Make it cry, come boohoo this shit
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

If I pull up with a Kerry Washington
That's gon' be an enormous scandal
I could have Naomi Campbell
And still might want me a Stormy Daniels
Sometimes you gotta bag the boss up
I call that takin' Corey Gambles
Find yourself up in the food court
You might have to enjoy a sample
All these thots on Christian Mingle
Almost what got Tristan single
If you don't ball like him or Kobe
Guarantee that bitch gonna leave you
Ayy, time is extremely valuable
And I prefer to waste it on girls that's basic
That's just some Ye shit
Right now, let's do what we want
Let's have a threesome: me, you, and a blunt
I love your titties 'cause they prove
I can focus on two things at once
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle

Let me hit it raw like fuck the outcome
Ayy, none of us'd be here without cum
Ayy, if it ain't all about the income
Ayy, ayy, let me see you go ahead and spend some
Ayy, if you drivin' 'round in some Dri-Fit
Ayy, I'ma think that you the type to dry snitch
Hm, mhm, if I see you pull up with the three stripes
Ayy, ayy, I'ma fuck around and make you my bitch

Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle127Embed"
Wouldn't Leave by Kanye West (Ft. PARTYNEXTDOOR),ye,"Wouldn’t Leave Lyrics
I don't feel that she's mine enough
God, I feel I couldn't have you windin' up
Butterfly in my wrist
You make pretty women out of my skin
And I don't feel like
And I know you wouldn't leave

They say, ""Build your own""—I said, ""How, Sway?""
I said, ""Slavery a choice""—they said, ""How, Ye?""
Just imagine if they caught me on a wild day
Now I'm on fifty blogs gettin' fifty calls
My wife callin', screamin', say we 'bout to lose it all
Had to calm her down 'cause she couldn't breathe
Told her she could leave me now, but she wouldn't leave
And I know you wouldn't leave

And I sometimes wish
We doin' such things
We could wait longer than this
Yes, you know you're one of these
We can run through with the top chopped, yeah
And the sundress down, ooh

And I know you wouldn't...

Oh, don't bring that up, that's gon' get me sentimental
You know I'm sensitive, I got a gentle mental
Every time somethin' happen they want me sent to mental
We had an incident, but I cover incidentals
You want me workin' on my messagin'
When I'm thinkin' like George Jetson
But soundin' like George Jefferson
Then they questionin' my methods then
If you tweakin' out on my texts again
Then I don't get reception here
I got the mind state to take us past the stratosphere
I use the same attitude that done got us here
I live for now, I don't know what happen after here
I live for now, I don't know what happen after here
Plus, what was meant to be was meant to be
Even if, publicly, I lack the empathy
I ain't finna talk about it, 'nother four centuries
One and one is two, but me and you, that's infinity
And I know you wouldn't...

I don't feel like she's mine enough
God, I feel I couldn't have you windin' up (Why?)
Butterfly in my wrist
You make pretty women out of my skin (Out of my skin)
And I don't feel like (Uhh)
And I know you wouldn't leave (Love me or hate me)

For any guy that ever fucked up (Love me or hate me)
Ever embarrassed they girl (Love me or hate me)
Ever embarrassed they wife (Gone when you miss me)
She told you not to do that shit (Ohh)
She told you you's gon' fuck the money up
But you ain't wanna listen, did you?
Keep that same energy
Keep that same energy
Keep that same energy
Now you testin' her loyalty
This what they mean when they say
""For better or for worse"", huh?
For every down female that stuck with they dude
Through the best times, through the worst times
This for you
And I know you wouldn't leave55Embed"
No Mistakes by Kanye West,ye,"No Mistakes Lyrics
Believe it or not
Believe it or not
Make no mistake, girl, I still love you
Make no mistake, girl, I still love you
Make no mistake, girl, I still love you
Make no mistake, girl, I still love you

Take the top off, let the sun come in (The Lord still shines on you)
Whoa, for all my dogs that stayed down, we up again (Again)
Oh, I got dirt on my name, I got white on my beard
I had debt on my books, it's been a shaky-ass year
Let me make this clear, so all y'all see
I don't take advice from people less successful than me
Hah? Ain't no love lost, but the gloves off
And we up in this bitch until they turn the club off
Had to tell the dogs, ""Turn the snubs off""
Plus they already mad that the Cubs lost
(Believe it or not) These two wrongs'll right you
(Believe it or not) I was too grown in high school
(Believe it or not) The true soul of Ice Cube
Too close to snipe you, truth told, I like you
Too bold to type you, too rich to fight you
Calm down, you light skin
Make no mistake, girl, I still love you (Make no)
Make no mistake, girl, I still love you (No way)
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, I still love you
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, I still love you
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, I still love you (No way)
Make no mistake, girl, I still love you46Embed"
Ghost Town by Kanye West (Ft. PARTYNEXTDOOR),ye,"Ghost Town Lyrics
Someday, someday
Someday I'll, I wanna wear a starry crown

Someday, someday, someday
I wanna lay down, like God did, on Sunday
Hold up, hold up
Someday, somedays, I remembered this on a Sunday
Backway, yeah, way, way, burning, mhm-mhm
Uh, somedays, I wanna tell everybody
Somedays I wanna hit the red dot on everybody
Somedays, ohh (Heatstroke)
Now that I'm livin' high, I'm smokin' marijuana
Now that I'm livin' high, I do whatever I wanna, oh, yeah
I've been tryin' to make you love me
But everything I try just takes you further from me

Someday we gon' set it off
Someday we gon' get this off
Baby, don't you bet it all
On a pack of Fentanyl
You might think they wrote you off
They gon' have to rope me off
Someday the drama'll be gone
And they'll play this song on and on
Sometimes I take all the shine
Talk like I drank all the wine
Years ahead but way behind
I'm on one, two, three, four, five
No half-truths, just naked minds
Caught between space and time
This not what they had in mind
But maybe someday

I've been tryin' to make you love me
But everything I try just takes you further from me
Woah, once again I am a child
I let it all go, of everything that I know, yeah
Of everything that I know, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free193Embed"
Violent Crimes by Kanye West,ye,"Violent Crimes Lyrics
Fallin', dreamin', talkin' in your sleep
I know you want to cry all night, all night
Plottin', schemin', findin'
Reason to defend all of your violent nights
Promise me you will see

Don't you grow up in a hurry, your mom'll be worried, aw
It was all part of the story, even the scary nights
Thank you for all of the glory, you will be remembered, aw
Thank you to all of the heroes of the night (Night, night)
They gotta repaint the colors, the lie is wearin' off
Reality is upon us, colors drippin' off
Colors drippin' off
Niggas is savage, niggas is monsters
Niggas is pimps, niggas is players
'Til niggas have daughters, now they precautious
Father, forgive me, I'm scared of the karma
'Cause now I see women as somethin' to nurture
Not somethin' to conquer
I hope she like Nicki, I make her a monster
Not havin' ménages, I'm just bein' silly
I answered the door like Will Smith and Martin
Nigga, do we have a problem?
Matter fact, Marlon, this ain't Meet the Fockers
I'll beat his ass, pray I beat the charges
No, Daddy don't play, not when it come to they daughters
Don't do no yoga, don't do pilates
Just play piano and stick to karate
I pray your body's draped more like mine
And not like your mommy's
Just bein' salty, but niggas is nuts
And I am a nigga, I know what they want
I pray that you don't get it all at once
Curves under your dress, I know it's pervs all on the net
All in the comments, you wanna vomit
That's your baby, you love her to death
Now she cuttin' class and hangin' with friends
You break a glass and say it again
She can't comprehend the danger she in
If you whoop her ass, she move in with him
Then he whoop her ass, you go through it again
But how you the devil rebukin' the sin?
Let's pray we can put this behind us
I swear that these times is the wildest
She got the scars, they serve as reminders
Blood still on her pajamas
But yesterday is dead, yeah, moment of silence
Next, she'll be off to college and then at the altar
'Cause she know that niggas is savage, niggas is monsters
Niggas is pimps, niggas is players, 'til niggas have daughters
Niggas is pimps, niggas is players, 'til niggas have daughters
Don't you grow up in a hurry, your mom'll be worried, aw
It was all part of the story, even the scary nights
Thank you for all of the glory, you will be remembered, aw
Thank you to all of the heroes of the night (Night, night)
They gotta repaint the colors, the lie is wearin' off
Reality is upon us, colors drippin' off
Colors drippin' off

I'm saying it like...
""I want a daughter like Nicki, aw, man, I promise
I'ma turn her to a monster, but no ménages""
I don't know how you saying it but, let 'em hear this108Embed"
Feel the Love by KIDS SEE GHOSTS (Ft. Pusha T),KIDS SEE GHOSTS,"Feel the Love Lyrics
I can still feel the love
I can still feel the love
I can still feel the love
Feel the love

We not worried 'bout no other niggas, we them other niggas
You bust down a Rollie, I bust down a brick, then I flood it, nigga
I am not to be compared to you rappers, Eazy-Duz-It, nigga
I am more Eazy, you tryin’ your best to become me, nigga
She like them bottles with bubbles in it
Buy her Loewe and other linen
Why would I wait when there's other women?
Why would I hate? We in love with winnin' (Ooh!)
Buy her bundles, fly her out, bring her friend, I try her out
Ain’t no worries findin' out, the details is ironed out
Easily they plays along, hopin' that I play a song
Love to fuck to trap music (Feel the love)
Grrrat-gat-gat-gat-gat
Dope money just came along (Woo)
Grrrat-gat (I can still feel the love)
Gat-gat, gat, ga-ga-ga-ga-gat
Grrrat, gat-gat-gat (I can still feel the love)
Gat-gat-gat-gat-gat-gat-gat, grrrat
Gat-gat-gat-gat (Feel the love)
Ga-ga-gat, ga-gat, ga-gat, ga-gat-gat, grrrat-gat

Ba-ba-ba-ba
Brrrat-dat-da-da-da, da
Ga-ga-ga-ga
Brrr-ah-da-da-da, brrr-ah-da-da-da
Brrr-ah-da-da-da, brrr-ah-da-da-da
Brrr-ah-rrr-ah, brrr-ah-gat-gat-ga
Rude-rude-rude-rude-woo!

Where the chorus?

I can still feel the love
I can still feel the love
I can still feel the love
Feel the love
Woo!
I can still feel the love
I can still feel the love
I can still feel the love
I can still feel the love
I can still feel the love
Ba-ba-ba-ba-bwa-ba
Ga-ba-ba-ba
Rude-rude-rude-rude-woo!68Embed"
Fire by KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Fire Lyrics
I love all your shit talkin', I love all your shit talkin’
You ain't got nothin' better to... do with yourself?

I done proved to myself, back on that rulin’ myself
I got new news to tell, act like you knew you done failed
Only true know how I feel and only if you knew how I felt
Sniffed a lil' bootch off the nail
Through with mixed messages, through with the mail
Only a few in the field, little bit off for the real

It's so many days I prayed to God
All this pain, I couldn't seem to find a way
On a mission livin', carry on
Got my family, I'm seein' through better days
Never late, pull up a seat and come grab a plate
Check the date, let 'em hate
This the type shit that they couldn’t make, watch the fakes
Leave ’em buzzin', thought they wasn’t, huh?
Tell all your kinfolk and cousins, huh?
This is the package you ordered, huh?
Beautiful madness
On this road I find (Hmm-mmm)
These scars I left behind (Hmm-mmm)
Heaven lift me up (Hmm-mmm)
Heaven lift me up (Hmm-mmm)
On this road I find (Hmm-mmm)
These scars I left behind (Hmm-mmm)
Heaven lift me up (Hmm-mmm)
Heaven lift me up (Hmm-mmm)42Embed"
4th Dimension by KIDS SEE GHOSTS (Ft. Louis Prima),KIDS SEE GHOSTS,"4th Dimension Lyrics
Down the chimney, he will come
With his great big smile
And you'll find that even the kiddies
Are swingin' in the latest style

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?

It feels so good, it should cost
Bought a alligator, I ain't talkin' Lacoste
Made me say, ""Ugh, uh""
Like a mix of Master P and Rick Ross, uh-uh
She seem to make me always feel like a boss, uh-uh
She said I'm in the wrong hole, I said I'm lost, uh-uh
She said I'm goin' too fast, I'm exhausted
Now drop to your knees for the offerin'
This the theme song of something wrong
Might need an intervention for this new dimension
That's too new to mention, or fit in a sentence
If I get locked up, I won't finish the sent—
Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?

Gettin' loose while I'm rollin' through, see me roll out
Watch you surf, hit the coast, and this feelin', I got
Plenty of ventures for the evenin', we go journey, we off
From the light to guide us home, we in the moment, oh-oh
Such a lost boy, caught up in the darkest I had
What's the cost, boy? Losin' everything that I had
She been on me, boy, 'less you got somethin' to tell
Sittin', waitin' for me slippin', yeah, I'll see you in hell
Tell the cougar get up off me, no, my soul ain't for sale
All the evils in the world, they keepin' on me for real
I really hope the Lord heard me, we all live in sin
Kids See Ghosts off the ropes, Ric Flair on your bitch
Now this the theme song, this the theme song
The put the beams on, get your, get your dream on
But you don't hear me though, drama: we let it go
Watch the guitars roll, but let your friends know

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?
Just do that and then let the music do somethin', and then do that again, that'd be enough for a record
I mean, you only want two and a half minutes if you can get it, you know, three minutes max—70Embed"
"Freeee (Ghost Town, Pt. 2) by KIDS SEE GHOSTS (Ft. Ty Dolla $ign)",KIDS SEE GHOSTS,"Freeee (Ghost Town, Pt. 2) Lyrics
May I say something to you to give you a true knowledge of yourself and life?
Man in the full knowledge of himself is a superb and supreme creature of creation
When man becomes possessor of the knowledge of himself, he becomes the master of his environment

I don't feel pain anymore
Guess what, baby? I feel free (Scoop!)
Nothin' hurts me anymore
Guess what, baby? I feel free

I'm so complete in the mode
Guess what, baby? I feel free
And you know damn well
He lift me up every time that I fell
And set me free, yeah
Ah! You should quit your job to this
Hold up, let 'em politic, ooh
One day they hate you
Next day they love you
I'm still yellin' ""Fuck 'em""
I could never trust—
Free, I feel free
I feel free, I feel free

I don't feel pain anymore
Guess what, babe? I am free
Yeah, nothin' hurts me anymore
Guess what, babe? I am free

Yeah, yeah, yeah, yeah
Feelin' I'm out of my past life
Died and came back twice
Now I'm free

I don't feel pain anymore
Hmm, guess what, babe? I am free

I feel free, I feel free
I feel free, I feel free51Embed"
